# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-O" "-M" "-T" "12" "-a" "Papla_JGI.gtf" "-o" "Counts_ATS_wo.txt" "ATS_wo_1_alg.bam" "ATS_wo_2_alg.bam" "ATS_wo_3_alg.bam" 
Geneid	Chr	Start	End	Strand	Length	ATS_wo_1_alg.bam	ATS_wo_2_alg.bam	ATS_wo_3_alg.bam
gene_131	scaffold_1;scaffold_1;scaffold_1;scaffold_1	336522;337041;337730;337860	336992;337680;337819;338542	-;-;-;-	1884	1892	2336	2077
gene_132	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	338674;339113;339862;340269;340396	339053;339814;340213;340351;340678	+;+;+;+;+	1800	1732	1902	1907
gene_133	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	340830;341116;341496;341637;341809;342074;342210;342409;342862;343023;343222;343431	341009;341426;341589;341771;342022;342167;342363;342796;342976;343179;343383;343757	+;+;+;+;+;+;+;+;+;+;+;+	2331	1195	1360	1209
gene_134	scaffold_1;scaffold_1;scaffold_1	343759;343946;344286	343896;344238;344920	-;-;-	1066	712	797	743
gene_135	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	344921;345210;345357;345791;345853;346071	345118;345295;345723;345807;346023;346224	+;+;+;+;+;+	993	10574	12667	11338
gene_136	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	346274;346730;347013;347393;347524	346673;346937;347322;347474;347603	-;-;-;-;-	1080	1354	1515	1370
gene_137	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	347848;348505;348727;348994;349102	348455;348681;348943;349053;349326	-;-;-;-;-	1287	10923	10265	11388
gene_138	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	350458;350679;351432;352295;352592;353124;353776;354229;354599;354790;355045;355670;356099;356585;356805	350592;351386;352250;352543;353081;353741;354193;354555;354747;355003;355623;356054;356536;356761;356981	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5883	1806	1534	1714
gene_139	scaffold_1	357567	358712	-	1146	0	0	0
gene_140	scaffold_1	359570	360661	-	1092	0	0	0
gene_141	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	360691;361032;361160;361490;361712;361857;361960	360983;361115;361443;361648;361729;361915;362360	-;-;-;-;-;-;-	1298	2104	2756	2611
gene_142	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	362322;362593;363066;363651;363797	362545;363023;363606;363751;364739	-;-;-;-;-	2240	2069	2402	2640
gene_143	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	364858;365615;365746;365867;366000;366183	365569;365702;365821;365953;366104;366434	+;+;+;+;+;+	1320	1647	1721	1581
gene_144	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	366723;366978;367429;370963;371716;372991;373797	366927;367384;370916;371669;372945;373742;374445	-;-;-;-;-;-;-	7438	2408	1941	2478
gene_145	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	374773;375139;375312;375647;376324	375094;375261;375597;376279;378231	+;+;+;+;+	3272	2493	2716	2962
gene_146	scaffold_1;scaffold_1;scaffold_1;scaffold_1	378233;378756;378946;379348	378718;378898;379302;379662	+;+;+;+	1301	15	8	9
gene_147	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	379962;380587;380717;381294;381375;381584;381661;381812	380542;380672;381245;381336;381539;381612;381754;381844	-;-;-;-;-;-;-;-	1560	976	1067	961
gene_148	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	382118;382398;382624;382704;382904;383126;383262;383468;383699	382349;382576;382658;382856;383080;383208;383420;383651;383831	+;+;+;+;+;+;+;+;+	1335	671	889	705
gene_149	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	383903;384178;385249;385594;385857;386190;386420;386868	384129;385177;385553;385810;386155;386377;386817;387012	+;+;+;+;+;+;+;+	2779	926	1198	945
gene_150	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	387013;387322;387759;388038;388337;388512;388656;388802	387265;387697;387977;388274;388466;388607;388753;389217	-;-;-;-;-;-;-;-	1825	1417	1666	1444
gene_151	scaffold_1;scaffold_1;scaffold_1	391330;391602;392450	391542;392366;392497	-;-;-	1026	758	948	765
gene_152	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	392556;392802;392932;393080;393254	392749;392810;393004;393173;393790	+;+;+;+;+	907	645	755	714
gene_153	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	393791;394036;394195;394775;394980;395076	393981;394141;394698;394917;395024;395392	-;-;-;-;-;-	1306	868	961	939
gene_154	scaffold_1;scaffold_1;scaffold_1	395604;395993;396197	395940;396117;397507	+;+;+	1773	2309	2363	2831
gene_156	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	398312;398784;398974;399095;399245;399423;399559;399736;399813	398707;398924;399046;399183;399367;399503;399671;399760;400189	-;-;-;-;-;-;-;-;-	1418	1015	1253	1362
gene_157	scaffold_1;scaffold_1;scaffold_1	400432;400757;401338	400711;401279;402190	-;-;-	1656	6777	7010	7328
gene_158	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	403235;403629;403743;403861;404094;404254;404323;404453;404612;404727;404842;404975;405083;405194	403527;403696;403814;404019;404206;404278;404406;404566;404680;404794;404889;405036;405144;405666	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1710	1724	1826	1962
gene_159	scaffold_1;scaffold_1;scaffold_1	405835;406183;406871	406112;406574;407162	+;+;+	962	421	455	497
gene_160	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	407163;407501;407644;407937;408166;408344;408741	407449;407598;407888;408113;408294;408672;409855	-;-;-;-;-;-;-	2380	1113	1390	1279
gene_161	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	409904;410249;411894;412015;412568;413698;413982;414340;414450;414671;414868;414947	410199;411842;411974;412525;413650;413940;414296;414402;414593;414762;414896;415188	-;-;-;-;-;-;-;-;-;-;-;-	4693	3843	3944	3996
gene_162	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	415890;416592;417534;417880;420244;422368;422578;422723;423806;423939	416543;417489;417837;420199;422321;422535;422678;423758;423892;424244	+;+;+;+;+;+;+;+;+;+	7952	3945	3004	3325
gene_163	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	424959;425208;425541;425785;426364;426683	425159;425496;425738;426277;426568;426694	-;-;-;-;-;-	1398	3363	3473	3559
gene_164	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	427801;428093;428277;428644;428986;429080	428030;428228;428569;428888;429032;429094	-;-;-;-;-;-	966	7137	8791	7559
gene_165	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	429506;429886;430002;430230;430420;430598	429838;429949;430101;430334;430528;430735	+;+;+;+;+;+	849	707	875	815
gene_166	scaffold_1;scaffold_1	430736;431409	431345;432108	-;-	1310	418	468	424
gene_167	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	432641;432955;433140;433241;433616;433738;434135;434324;434805;434998;435218;435393;435481;435655	432882;433071;433195;433563;433692;434092;434281;434758;434952;435173;435347;435437;435615;435893	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2625	6110	5750	6488
gene_168	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	436212;436354;436527;436885;436958	436296;436464;436654;436898;437139	-;-;-;-;-	520	1510	1407	1501
gene_169	scaffold_1;scaffold_1;scaffold_1	437452;437814;437982	437726;437924;438696	-;-;-	1101	0	0	5
gene_170	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	439641;439825;440176;440340;440517;440834;441219	439775;440129;440293;440471;440774;441016;441611	-;-;-;-;-;-;-	1524	10029	12192	11566
gene_171	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	441713;442222;442438;442638;442701;442942;443109	442150;442322;442586;442650;442778;443029;443698	+;+;+;+;+;+;+	1457	3447	4135	3786
gene_172	scaffold_1;scaffold_1	446122;446335	446273;449403	+;+	3221	14372	13631	14354
gene_173	scaffold_1;scaffold_1;scaffold_1	449977;450050;450329	449997;450208;450376	+;+;+	228	486	621	595
gene_174	scaffold_1	451135	452010	-	876	562	789	707
gene_175	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	452170;452332;452488;452766;453011;453135;453236;453308;453460;453562;453715;453902;454006	452281;452364;452663;452958;453099;453181;453263;453415;453515;453666;453854;453955;454366	+;+;+;+;+;+;+;+;+;+;+;+;+	1502	1422	1776	1557
gene_176	scaffold_1;scaffold_1;scaffold_1	454444;454529;454644	454484;454597;455127	-;-;-	594	170	158	171
gene_177	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	455439;455780;456201;456632;456996	455687;456125;456585;456953;457120	+;+;+;+;+	1427	1385	1595	1456
gene_178	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	457121;457254;457837;457962;458104;458337	457212;457653;457907;458026;458270;458792	-;-;-;-;-;-	1251	2632	2813	2835
gene_179	scaffold_1;scaffold_1;scaffold_1;scaffold_1	458751;459433;459753;462048	459383;459703;461853;462590	-;-;-;-	3548	3772	4092	4001
gene_180	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	462591;463008;463286;463384;463528;463668;463792;464147	462951;463243;463342;463484;463620;463739;464093;464787	-;-;-;-;-;-;-;-	1863	651	660	605
gene_181	scaffold_1;scaffold_1;scaffold_1	465536;466599;466794	466547;466749;467854	-;-;-	2224	8016	9619	8607
gene_182	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	468143;468766;468882;469702;469790	468725;468836;469623;469718;470630	-;-;-;-;-	2254	1039	1196	1066
gene_183	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	472053;472344;474454;475641;476325;476591;476877;477099	472298;474419;475597;476281;476546;476827;477000;477256	+;+;+;+;+;+;+;+	4848	296	305	320
gene_184	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	477468;477746;478001;478196;478478;479013;479272	477670;477911;478144;478411;478964;479175;480216	-;-;-;-;-;-;-	2324	1683	2015	1717
gene_185	scaffold_1;scaffold_1;scaffold_1;scaffold_1	480320;481201;482379;482651	481162;482329;482603;482926	-;-;-;-	2473	4438	4978	4574
gene_186	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	483092;483367;483536;483696;483857;484022;484128;484303;484403;484507	483317;483485;483650;483815;483974;484080;484259;484346;484456;484676	+;+;+;+;+;+;+;+;+;+	1157	71	86	95
gene_187	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	484677;484845;484941;485007;485083;485152;485247;485431;485718;485779;485853;486088;486273;486369;486494;486625	484797;484896;484963;485040;485108;485196;485387;485654;485732;485809;486044;486180;486328;486452;486567;486775	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1362	520	605	510
gene_188	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	486789;487107;487378;487598;487820;488038	486949;487232;487508;487708;487847;488216	+;+;+;+;+;+	736	496	581	617
gene_189	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	488297;488348;488539;488672;488806;489001;489211	488305;488423;488623;488756;488865;489122;489241	-;-;-;-;-;-;-	468	293	413	322
gene_190	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	489446;489871;490038;490360;490663;490835;491169;491553	489613;489988;490318;490609;490785;491125;491499;491719	+;+;+;+;+;+;+;+	1729	1220	1349	1347
gene_191	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	491720;492268;492598;492712;492878;493013;493189;493555;493779;493936;494103;494509;494906	492222;492555;492669;492830;492957;493141;493517;493734;493892;494061;494463;494811;495067	-;-;-;-;-;-;-;-;-;-;-;-;-	2766	2455	2766	2431
gene_192	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	495231;495736;498152;498240;498359;498627;498911;498980;499244	495688;498110;498200;498318;498580;498861;498938;499204;499773	+;+;+;+;+;+;+;+;+	4201	2548	2494	2403
gene_193	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	500018;500187;500404;500518;500879	500138;500353;500472;500830;502261	-;-;-;-;-	2053	1114	1179	980
gene_194	scaffold_1;scaffold_1	503192;503301	503253;504374	+;+	1136	10	10	14
gene_195	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	506043;506475;506586;506928;507102;507238;507376;507473	506438;506538;506891;507049;507189;507326;507422;507725	-;-;-;-;-;-;-;-	1365	409	584	550
gene_196	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	507712;508354;508521;508664;508977;509159;509295	508312;508485;508622;508933;509116;509251;509469	-;-;-;-;-;-;-	1513	1129	1487	1335
gene_197	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	509470;509866;509928;510088;510201;510267;510491;510778	509821;509882;510042;510146;510222;510440;510729;510812	+;+;+;+;+;+;+;+	1013	1644	1915	1784
gene_198	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	510758;510970;511120;511327;511546	510918;510999;511203;511469;511695	-;-;-;-;-	568	166	255	201
gene_199	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	511835;512205;512346;512480;512580;512671;512912;513115	512158;512302;512429;512537;512635;512867;513060;513552	-;-;-;-;-;-;-;-	1404	2404	2818	2611
gene_200	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	513632;514088;514195;514277;514561;514675;514785;514864;515237;515333;515660	514028;514145;514227;514510;514633;514740;514815;515188;515287;515623;515988	+;+;+;+;+;+;+;+;+;+;+	1888	5665	7173	6566
gene_201	scaffold_1;scaffold_1;scaffold_1	515989;516688;516914	516616;516836;517380	-;-;-	1244	2541	2643	2528
gene_202	scaffold_1;scaffold_1;scaffold_1	517410;517743;517845	517681;517797;518211	+;+;+	694	1482	1743	1663
gene_203	scaffold_1;scaffold_1	518250;519527	519469;519827	-;-	1521	2842	3048	2878
gene_204	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	522279;522858;523026;523186;523497;523820;523953;524078;524160;524358;524473;524615;524735;524883;525056;525178;525398;525723;525957	522818;522980;523140;523451;523782;523909;524036;524124;524318;524429;524574;524689;524839;524915;525115;525353;525675;525880;526091	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2904	1567	1741	1703
gene_205	scaffold_1;scaffold_1;scaffold_1;scaffold_1	526254;527437;527730;527949	527366;527670;527912;528375	+;+;+;+	1957	20	55	70
gene_206	scaffold_1;scaffold_1	528376;528757	528677;529276	-;-	822	1773	2263	2304
gene_207	scaffold_1;scaffold_1;scaffold_1;scaffold_1	529448;529744;529879;530077	529699;529823;530022;530675	+;+;+;+	1075	20458	24672	21909
gene_209	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	531792;532528;532626;532747;532944;533139;533310;533759;533971;534364	532482;532580;532703;532896;533089;533263;533714;533921;534319;534712	+;+;+;+;+;+;+;+;+;+	2509	11	15	6
gene_210	scaffold_1;scaffold_1	535378;535925	535878;536104	+;+	681	0	0	0
gene_211	scaffold_1;scaffold_1;scaffold_1;scaffold_1	536712;536962;537507;537719	536894;537462;537615;538133	-;-;-;-	1208	1480	1566	1775
gene_212	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	539726;539998;540382;540479;540622;540900;541044;541238;541346	539950;540335;540433;540579;540856;541002;541203;541306;541977	+;+;+;+;+;+;+;+;+	1915	3069	3206	3435
gene_213	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	542090;542822;542974;543097;544001	542751;542928;543045;543951;544357	+;+;+;+;+	2053	4775	5732	5148
gene_214	scaffold_1;scaffold_1;scaffold_1;scaffold_1	544726;546234;546472;546668	546197;546435;546629;546988	-;-;-;-	2153	1105	1268	1140
gene_215	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	547122;547251;548021;548206;548395;548680;548838;549053;549142;549521	547212;547987;548172;548358;548643;548803;549019;549109;549487;549677	+;+;+;+;+;+;+;+;+;+	2248	380	419	423
gene_216	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	549632;550280;550564;550786;550919;551048;551149	550240;550516;550733;550871;551006;551106;551629	-;-;-;-;-;-;-	1730	308	358	327
gene_217	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	552124;552268;552395;552617;553003;553542;553799;553967	552232;552365;552582;552923;553367;553763;553928;554229	+;+;+;+;+;+;+;+	1682	758	833	691
gene_218	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	555317;555518;555736;555991;556074;556352;556922	555379;555655;555903;556028;556233;556880;557044	+;+;+;+;+;+;+	1219	142	112	148
gene_219	scaffold_1;scaffold_1	557097;557925	557704;558202	-;-	886	3842	4282	4153
gene_220	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	558443;558946;559107;559211;559543;559689	558899;559046;559168;559490;559624;560025	-;-;-;-;-;-	1319	626	808	780
gene_221	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	560043;560191;560414;560725;560950;561279	560122;560327;560533;560863;561230;561628	+;+;+;+;+;+	1107	1978	2349	2042
gene_222	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	561688;561877;562026;562216;562294;562441;562624;562934	561830;561982;562170;562249;562397;562561;562881;562964	-;-;-;-;-;-;-;-	942	3776	4128	4065
gene_223	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	563490;563617;563785;563946;564105	563516;563731;563866;564032;564246	+;+;+;+;+	453	983	1177	1067
gene_224	scaffold_1;scaffold_1;scaffold_1	564751;565511;566404	565460;566391;566666	-;-;-	1854	4720	5610	4876
gene_225	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	567316;567637;567763;567891;568421	567588;567714;567834;568292;568882	-;-;-;-;-	1287	1598	1598	1962
gene_226	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	568951;570015;570273;570507;570739	569944;570185;570418;570695;571005	+;+;+;+;+	1767	3724	3896	3759
gene_227	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	571006;571323;571634;571888;572162;572346;572579;572736;572819;572986;573206	571274;571573;571825;572102;572281;572510;572675;572747;572902;573097;573788	-;-;-;-;-;-;-;-;-;-;-	2100	5117	5751	5520
gene_228	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	573885;574266;574438;574708;574938;575089;575425;575669;575772;575831;576526;576613;577085;577223;577801	574217;574388;574651;574894;575040;575382;575625;575724;575787;576475;576566;577041;577178;577752;578198	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3664	2869	3145	3146
gene_229	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	578355;578561;578819;578985;579194;579328;579484;579978;580260	578489;578770;578889;579120;579280;579426;579914;580208;580490	+;+;+;+;+;+;+;+;+	1631	503	627	513
gene_230	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	580684;580832;581070;581310;581652;581936;582119;583802;584243	580781;580874;581214;581594;581900;582072;582365;584131;584472	-;-;-;-;-;-;-;-;-	1764	3676	3581	3770
gene_231	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	585820;586423;587595;588130;588482;588878	586374;587541;588054;588430;588756;589195	-;-;-;-;-;-	3028	56089	58143	59422
gene_232	scaffold_1;scaffold_1;scaffold_1;scaffold_1	591067;591312;591411;591802	591254;591349;591673;592254	-;-;-;-	942	1963	2292	2196
gene_233	scaffold_1	592681	594895	-	2215	1539	1808	1475
gene_234	scaffold_1;scaffold_1;scaffold_1;scaffold_1	595832;596233;596842;597004	596185;596790;596954;597181	+;+;+;+	1203	93205	106336	101496
gene_235	scaffold_1;scaffold_1;scaffold_1	597486;598172;598437	598102;598333;598845	-;-;-	1188	3821	4860	4351
gene_236	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	599009;599369;599510;599750;600013	599307;599451;599668;599862;600560	+;+;+;+;+	1202	1155	1215	1167
gene_237	scaffold_1;scaffold_1;scaffold_1	600561;602040;602533	601990;602479;602901	-;-;-	2239	4597	5238	4899
gene_238	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	604493;604646;604730;604833;604988;605158;605281;605694;605764;605897;606025;606165;606399;606587	604599;604678;604779;604941;605111;605236;605648;605723;605853;605970;606113;606350;606538;607378	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2271	836	1023	995
gene_239	scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1;scaffold_1	607379;607817;607965;610424;611594;611709;611815;611889;612015;612241;613128;613348;613692	607772;607921;610381;611539;611654;611756;611836;611968;612195;613081;613300;613441;614272	-;-;-;-;-;-;-;-;-;-;-;-;-	6113	7529	8205	7695
